Y,X1,X2,X3,X4
0.481553415,1,1.134103673,1.001798738,1.302418561
0.481565212,1,1.042292544,1.039352901,1.001011057
0.481568211,1,0.987019899,1.05066851,1.006259224
0.481699585,1,0.895301154,1.11291549,1.003250437
0.481745204,1,1.163143614,1.021067532,1.154269304
0.481757939,1,1.056725367,0.957102171,0.911156369
0.481760151,1,1.260809553,1.182384738,1.08430735
0.481824247,1,1.165789985,1.322627295,1.239017141
0.481860248,1,1.053267104,1.041996301,1.106198651
0.481891726,1,1.225241304,1.479727848,1.044975577
0.481928527,1,1.154783973,1.15572609,1.012513026
0.481936672,1,1.195889856,1.146991231,0.974055367
0.481936909,1,0.982973639,1.081063777,1.181692953
0.4819409,1,1.302591747,0.998009499,0.896188508
0.481962051,1,1.278471131,1.193557993,1.070762139
0.481963614,1,0.973793071,1.124237052,1.149039057
0.481965246,1,1.229999119,1.021422082,1.190767541
0.48208526,1,1.299152683,1.019164685,1.174316747
0.482137623,1,0.993995303,1.284487704,1.136875135
0.482158983,1,1.149315021,1.019834099,0.966029678
0.482171669,1,1.070403883,1.025740402,1.102020247
0.482203437,1,1.091750994,1.022650938,0.979802444
0.482285528,1,1.029216178,1.475348132,1.070686916
0.482300011,1,1.392605125,1.415425018,1.263370826
0.48231114,1,1.077751049,1.580070608,1.200580554
0.482372707,1,1.082585788,0.957469847,1.107770906
0.482378555,1,1.265135571,1.216473661,1.058298508
0.48239117,1,1.201577275,1.298579442,1.312023547
0.482398564,1,1.066588778,1.078092939,0.916101479
0.482437713,1,1.233451666,1.192897365,1.020123756
0.482457698,1,1.309297616,1.035111405,0.980125192
0.482472426,1,1.238744414,0.923812268,1.240541064
0.482481467,1,1.229731224,1.080340872,1.026223978
0.482505262,1,1.118001924,1.084697842,1.257467455
0.482507111,1,1.122445198,1.18031391,1.145077039
0.482515999,1,1.029285679,0.978359976,1.014834058
0.482588837,1,1.201336085,1.156415867,0.966687827
0.482617982,1,0.951055982,1.133625965,1.296040692
0.482674062,1,1.226021988,1.101554342,1.20511676
0.482677937,1,0.868938971,1.095482995,1.171180142
0.482687799,1,1.050542976,1.028773644,1.211496605
0.482688489,1,1.178353029,1.300722125,1.134460092
0.482699076,1,1.182816859,1.123049838,1.015364047
0.482729246,1,0.838936195,1.111548279,1.060807843
0.482769459,1,1.046364708,1.013844188,1.103341254
0.4828309,1,1.078706364,0.9258148,1.055519074
0.482915094,1,1.047990954,1.136631224,1.113847892
0.482938662,1,1.141650293,1.318813868,1.133174891
0.482953111,1,1.138007254,1.108634302,1.052505917
0.482960131,1,1.115934875,1.071934715,1.174779005
0.482963072,1,1.182827116,1.217407239,0.884631347
0.482974635,1,1.048482675,1.093137068,1.232810147
0.48298102,1,1.236186867,1.337122811,1.292291849
0.483006762,1,1.048029429,1.208412909,1.051376089
0.4830088,1,1.052910379,1.316198339,0.939678539
0.483044009,1,1.296622323,1.071579525,1.055860858
0.483055416,1,1.282549494,1.12271209,1.269833548
0.483062052,1,1.004201261,1.181289152,1.049873055
0.483113691,1,1.096754421,1.25135604,1.121675806
0.483178295,1,1.12925577,1.236851486,1.160914325
0.483195379,1,1.245679641,1.181525618,1.172094333
0.483199708,1,1.019833904,1.166577669,1.063912915
0.483269901,1,1.049705071,0.875773816,1.030052196
0.483377162,1,1.155753504,1.135292807,1.057497643
0.483423382,1,0.999354427,0.933775444,1.078461696
0.483451012,1,1.072207923,1.104545442,1.275857006
0.483592686,1,1.024205204,1.106166454,1.191677695
0.48359977,1,1.1676225,1.011563783,1.131960716
0.483606516,1,0.919793029,0.911893444,1.2259449
0.483621185,1,1.255655441,1.196294446,1.077991666
0.483651859,1,1.427828834,1.099352755,0.9880737
0.483713062,1,0.965508256,1.141551113,0.991545413
0.483717583,1,1.184098826,1.138801721,1.239464594
0.483751,1,1.138254486,1.09788509,1.032808992
0.483764094,1,1.118226916,0.818530914,1.21132357
0.483768542,1,1.105933878,1.315901665,1.069826769
0.483783452,1,1.169013067,1.026283305,1.241066023
0.483820782,1,1.003704684,1.121368289,1.044670949
0.48383235,1,1.047737797,1.099638246,1.019976956
0.483888903,1,1.161750915,1.144129945,0.928236172
0.483917745,1,1.154154114,1.007422334,1.089927731
0.483930073,1,1.106725912,1.156071433,1.139612612
0.483966919,1,0.986881779,1.121534335,1.001858615
0.483980063,1,1.155619304,1.135143687,1.21107318
0.484074913,1,1.23362682,1.164494797,1.234134101
0.484111131,1,0.927147999,1.087141011,1.318890077
0.484135096,1,1.219038308,1.032703284,1.080875067
0.48416583,1,1.345471532,1.17657102,1.119709685
0.484204281,1,1.123482333,1.070490533,0.970221042
0.484262207,1,1.246500602,1.109240234,1.062858613
0.484287852,1,1.05035912,1.215446936,1.053739556
0.48429986,1,1.085196633,1.146007584,1.134135846
0.484356829,1,1.026789961,1.083913269,1.058851185
0.484375361,1,1.211108921,1.208455238,0.976807198
0.484391937,1,0.896080599,1.156389677,1.104153382
0.484394667,1,1.013414394,1.057189175,1.141958582
0.484465305,1,1.212149033,1.154299201,1.000895911
0.48447735,1,1.193107924,1.272728327,1.065321639
0.484499486,1,1.196683449,1.058991755,0.971505317
0.484513171,1,0.823376925,0.928339759,0.979214059
0.48457779,1,1.124596063,0.920375263,1.301119407
0.484589097,1,1.192021671,1.022815667,0.932763162
0.484652379,1,1.040538219,1.311668992,1.199963475
0.484673145,1,0.971461135,1.149060363,0.85584923
0.484706183,1,0.895227073,1.108776424,1.257957602
0.484779073,1,0.857892372,1.021622523,1.099497724
0.484817624,1,1.281733187,0.869637578,0.967920375
0.484865485,1,1.118401223,1.123490345,1.061706189
0.484893523,1,0.953433835,1.245008871,1.004203737
0.484940778,1,1.133865282,0.927626089,1.109607468
0.484943656,1,1.136073175,1.137038374,1.001184857
0.485029176,1,1.349825732,1.001453712,1.219792546
0.485061249,1,1.229214155,0.931717073,1.275756281
0.48507813,1,0.987875072,1.293788845,1.086048235
0.485090371,1,1.339940342,1.102698587,0.949213559
0.485105109,1,1.072591727,1.074666227,1.114885846
0.485195849,1,1.00646964,1.133620989,1.047203999
0.485216839,1,1.05057771,0.930188884,0.970242987
0.485234654,1,0.925379069,1.144017922,1.244364462
0.485238505,1,1.088446696,1.164374316,1.013985538
0.48527204,1,1.075684316,1.076915188,1.070251791
0.485318694,1,0.99450367,1.250704447,0.989361341
0.485320842,1,1.065350087,1.032984436,1.228695323
0.485324306,1,1.072474181,1.059708629,1.109113394
0.485331762,1,1.089700996,1.0487284,1.077702141
0.485343471,1,1.0512302,1.144712411,0.986799738
0.485362058,1,1.04928803,1.339501701,1.107937524
0.485387983,1,1.027124783,1.117337437,0.95859387
0.485401707,1,0.955223729,1.180455953,1.293765217
0.485405385,1,1.123369848,1.347126196,1.079980597
0.485483065,1,0.989530473,1.166334209,1.189941602
0.485513082,1,1.209514519,1.10052485,1.218366545
0.485520396,1,1.015558112,1.109966104,1.074567277
0.485612265,1,1.091727302,1.043228786,1.076920658
0.485613388,1,1.390911929,1.161056677,1.099534135
0.485628739,1,1.133416413,1.016120201,1.099460481
0.485671134,1,1.184955866,1.047319658,1.193176399
0.485739553,1,1.207101251,1.069986407,1.049551944
0.485755863,1,1.103798001,1.205962142,1.213693123
0.485767821,1,1.276624943,1.084714657,1.08576804
0.485785312,1,1.032045139,0.985956535,1.163864152
0.485810745,1,0.972579174,1.160922235,1.225884127
0.485811131,1,1.119740866,1.295339154,0.964748846
0.485894463,1,0.998790536,1.208599499,1.078684629
0.485903569,1,1.280435408,1.111802075,0.926328216
0.485946071,1,1.302916251,1.075000105,1.037028403
0.4860126,1,0.950622498,1.094878765,1.112206823
0.486014955,1,1.182573211,1.168639553,1.210819687
0.486096267,1,1.139443826,1.158853309,1.084010656
0.48609766,1,1.110941818,1.28685762,1.081173706
0.486137629,1,1.194335876,1.123809023,1.189444308
0.486138404,1,0.986424357,1.031387166,1.221492686
0.486146141,1,1.082671603,1.071707178,0.981619372
0.486167714,1,0.936164548,1.048262882,1.243787508
0.486188899,1,1.251483252,1.086095518,1.148908688
0.486197525,1,0.963552085,1.047072602,1.042591242
0.486236033,1,1.255980799,1.040199293,1.312163845
0.486260598,1,1.095152696,1.068577825,0.99816879
0.486304012,1,0.993889276,1.095083689,1.068098675
0.48633066,1,1.062347777,1.00511658,1.19100641
0.486361216,1,1.038864989,1.070389824,1.249059216
0.486447091,1,1.114402696,1.036880724,1.285093367
0.486451373,1,1.129431142,1.102842482,1.091152598
0.486497694,1,0.965176199,1.069504475,1.077804739
0.486534476,1,1.072502716,1.026846621,1.118107824
0.486556009,1,1.008072296,1.02671289,1.040332615
0.486581923,1,1.051802871,1.021971718,1.41809205
0.48659139,1,1.278509613,1.316801644,1.168058199
0.486627889,1,1.130346708,1.119805286,1.339365788
0.486671814,1,0.944324623,1.116985401,1.245668425
0.486710025,1,1.139725501,1.055361888,1.1404109
0.4867203,1,1.197115701,1.015792154,1.16356635
0.48675393,1,1.215006141,1.259215196,1.135920223
0.486761337,1,1.187907981,1.316299228,1.178980244
0.486922202,1,1.209070044,1.413829838,0.93781635
0.486946061,1,0.968447203,1.167784063,1.05081025
0.487012617,1,1.135931428,0.983663528,1.140696983
0.487031285,1,1.121720597,1.046875154,0.952483676
0.487032818,1,1.002440498,1.041769747,1.242821933
0.487046289,1,1.198714444,0.93465395,1.296251641
0.487106835,1,0.899943806,1.217448339,0.964527628
0.48711516,1,1.168934147,1.11783227,0.91298069
0.487117529,1,1.041232807,1.070487852,0.955888039
0.487238268,1,1.192734222,1.022478108,0.938515682
0.487247442,1,1.022527119,1.204278823,0.981406892
0.487284443,1,0.984405632,1.367112824,0.923505638
0.487286043,1,1.102002482,1.314721703,1.14081241
0.487296879,1,1.261925359,1.035080318,0.819230074
0.487336815,1,1.194515838,1.053324885,1.217802179
0.487346911,1,1.037431293,1.115861424,1.048955691
0.487379797,1,1.138035317,1.137328974,1.132510727
0.487381445,1,1.047372496,1.225159496,1.158940504
0.487384979,1,0.921149565,0.989699903,1.047211177
0.487415412,1,1.081080982,1.133765161,1.190581314
0.487415615,1,1.129021146,1.145863961,1.105496598
0.487424471,1,1.066673685,1.087410683,1.293730502
0.487430358,1,1.083335645,1.227021632,0.963940681
0.48743809,1,1.047909099,1.103540664,1.252721885
0.48748115,1,1.201240419,1.06070899,1.258643519
0.487482229,1,0.977464889,1.304327642,1.055226756
0.487499168,1,1.068518125,1.235735882,1.289107965
0.48750718,1,0.850049495,0.823696484,1.173550515
0.48756247,1,1.318948121,0.943914941,1.237798112
0.487564366,1,1.08305188,1.058324998,1.073099636
0.487580511,1,1.134342797,1.037982757,1.309910789
0.487609124,1,1.17357187,1.082102267,1.277755094
0.487624014,1,1.114860551,1.05404388,1.064680158
0.487634207,1,1.060433329,0.989282709,1.131185164
0.487677526,1,1.145439927,1.380694319,1.014934354
0.487711924,1,0.998822969,1.083060615,1.101716801
0.487774129,1,1.208306655,1.033756628,1.113872524
0.487779968,1,1.288441977,1.153732638,1.172209831
0.487792667,1,1.006750966,1.125540591,1.120606236
0.487850131,1,1.057824045,1.205760669,1.163837943
0.48786945,1,1.058014725,1.04220851,1.03133506
0.487881009,1,0.97477816,1.23578813,1.030711371
0.487952513,1,1.056225802,1.148922871,1.110372348
0.487999723,1,1.13845203,0.967840667,0.914800276
0.488003952,1,1.109503179,0.999780799,1.024740695
0.488059042,1,1.091155893,1.053651511,1.134029512
0.488099165,1,1.016237681,1.056608469,1.131448271
0.488103059,1,1.103665757,0.955018736,0.957739368
0.488128707,1,1.121878042,1.163518683,1.03111626
0.488132988,1,0.925412978,1.2274625,1.345825913
0.488176424,1,1.034658688,1.079714192,1.11272259
0.488184613,1,1.180341949,1.219182113,1.060631033
0.488199454,1,1.052052839,1.08485574,1.235422891
0.488201369,1,1.1010727,1.102397722,0.905660039
0.488226729,1,1.157375896,0.970509126,1.293609423
0.488233795,1,1.199356567,0.919034238,1.130764486
0.488236066,1,1.031973795,1.052135867,1.212276595
0.48828616,1,1.300577596,1.087084581,1.015415807
0.488293837,1,1.005762208,1.285764967,1.061469595
0.488296342,1,0.97857046,1.249100387,1.123080776
0.488307154,1,1.249058204,1.198941267,1.150181734
0.488323262,1,1.201812478,1.16430285,1.014017375
0.488365577,1,0.934908028,1.125053733,1.165215726
0.488371688,1,1.181866731,1.258706711,1.133713346
0.488380725,1,1.112735581,1.21057221,1.013495963
0.488415291,1,1.072536158,1.049706896,1.265320209
0.488454797,1,0.919057295,0.938001973,1.15621902
0.488565601,1,1.126832659,1.178736183,1.342853517
0.488584795,1,1.05068653,1.284188732,1.14915836
0.488598466,1,0.915233942,1.251198651,1.195654327
0.488718689,1,1.007852882,0.947347603,1.042269734
0.488756558,1,1.236269293,1.018200797,1.135572661
0.488785625,1,0.999119922,1.108957598,1.027116922
0.488823238,1,1.253797729,1.243343855,1.123970204
0.488877466,1,1.124583543,1.001982612,1.081743138
0.488906381,1,1.172608265,1.149884416,1.195690706
0.488912011,1,1.036258197,1.029982927,1.162249816
0.489007179,1,0.962333389,1.021279726,1.120188668
0.489010363,1,1.059450198,1.111359622,0.979908918
0.48903999,1,1.204922619,1.154177332,0.936930269
0.489085611,1,1.056881379,1.065240045,0.977382579
0.489093102,1,1.136874977,0.933076745,1.329730878
0.489149547,1,1.106392165,1.133095523,1.1640371
0.48921777,1,1.106299704,0.903504297,1.038663881
0.489262666,1,1.22497215,1.258846613,0.940062397
0.489342594,1,1.128326437,1.111125257,0.891727743
0.489398682,1,1.119122563,1.219886996,1.095322736
0.489485556,1,0.952854552,1.031478969,1.063170768
0.489494313,1,1.130192102,1.037672421,1.113982718
0.489645806,1,1.029538363,1.391539792,1.083373173
0.489658063,1,1.263664327,1.09940993,1.079893834
0.48971055,1,1.174355461,1.02869173,1.129696796
0.48973063,1,1.001553691,1.131692039,1.159872619
0.489763136,1,0.870188673,0.86651484,1.078952585
0.489819277,1,1.1236802,1.193262859,1.260319802
0.489829484,1,1.070690136,1.259394088,1.077427708
0.489867092,1,1.018746886,0.89661187,1.441548781
0.489878162,1,1.002124392,1.067358611,1.215024885
0.489899954,1,1.150329856,1.250925078,1.19903124
0.489926452,1,0.984264859,1.162711227,1.065964083
0.48995957,1,1.054537297,0.887846446,1.104332133
0.490018928,1,1.180886786,1.210591886,1.072715223
0.49001905,1,1.074270934,1.037430702,1.114687144
0.490034216,1,1.42933048,0.972006343,1.131121147
0.490051766,1,1.012789782,1.073913994,1.173400107
0.490077088,1,1.139601192,1.141932054,1.190208887
0.490134628,1,1.103707738,1.177388243,1.29808264
0.490137942,1,1.055074302,1.395974444,1.017334803
0.490171612,1,0.976332544,1.040293535,1.195415305
0.490263262,1,0.857742659,1.18446739,1.263677924
0.490271361,1,1.034106005,0.900025628,1.006018861
0.490284645,1,1.010487363,1.010020351,1.017324391
0.490321926,1,1.229833631,1.295881082,1.166931062
0.49033513,1,1.149725494,1.164668237,1.159244251
0.49043231,1,1.147492566,0.984906691,0.965273185
0.490497751,1,1.165806281,1.068301681,1.213569836
0.490514228,1,1.070162874,1.212918261,1.245763528
0.490529389,1,1.068141679,0.980483662,1.166551397
0.49053218,1,0.946769309,0.983992832,1.187687444
0.490534084,1,1.053500396,1.37660131,1.116135286
0.49058927,1,1.094466727,1.240499976,1.045122447
0.490617478,1,1.187605053,1.278488109,0.920676154
0.490681489,1,1.061254736,1.391147054,1.109102141
0.490705033,1,1.16958947,0.942898691,1.059433582
0.490714516,1,0.912169577,1.0610661,1.134137799
0.490763664,1,1.194142043,1.19505422,1.302556595
0.490830646,1,0.974710732,1.189999804,1.021170078
0.49083715,1,1.222097512,1.15233039,1.100247459
0.49088718,1,1.018325029,1.156163134,0.977571022
0.490889385,1,1.050256193,1.064819203,1.351886557
0.49091651,1,1.076170734,1.223627116,1.130265718
0.490945757,1,1.238759051,1.004382549,1.18163625
0.491056422,1,1.010383293,0.983753357,1.102673547
0.491058242,1,1.288347097,1.172383613,1.077807593
0.491099634,1,1.349447947,0.982046767,1.014647998
0.491109471,1,1.006165865,1.417856204,1.006669677
0.491150164,1,1.104839192,1.034014584,1.196986464
0.491152921,1,0.835980224,1.10967338,1.13811739
0.491153717,1,1.238248356,1.324619678,1.153388169
0.491163211,1,1.321794742,1.154112963,1.183455928
0.491182397,1,1.028202654,1.151162039,1.264545009
0.491185648,1,0.966507134,1.250258036,1.011922337
0.49119998,1,1.066186095,1.031229486,1.174735965
0.491207784,1,1.084047705,1.459491265,0.920206781
0.491227362,1,1.202792708,1.198732967,1.202172129
0.491234381,1,1.002844038,1.212412172,1.105773287
0.491254316,1,1.289127535,1.017899062,1.090855001
0.491256562,1,1.170944521,0.924888611,1.079119732
0.491317029,1,1.020027695,1.064704487,1.111537209
0.491324095,1,1.142153164,1.278120761,1.178950634
0.491328574,1,1.119756721,1.088805086,0.959836934
0.49134834,1,0.97226812,1.177877141,1.002745847
0.491377883,1,1.110882132,0.839841002,0.902224843
0.491397507,1,1.199962791,1.031140037,1.010227791
0.491454543,1,1.128351425,1.233929975,1.126781571
0.491455921,1,1.273413098,1.137079147,0.970738713
0.49148435,1,1.011227515,1.357568342,0.841506708
0.491531382,1,1.110187277,0.963528226,1.041149102
0.491551589,1,1.169357295,1.050489062,1.063441377
0.491555755,1,1.055655639,1.239974797,1.150905125
0.491576708,1,1.334301635,1.145402102,1.135297681
0.491590688,1,0.948186345,1.364184152,0.932272324
0.491598832,1,1.331112833,1.134411839,0.990959933
0.491600843,1,1.134577914,0.914532488,1.137100934
0.491621937,1,0.983074746,1.321565115,1.185747103
0.49173978,1,1.078773791,0.853428807,1.10140458
0.491743678,1,1.133294112,1.16316359,1.121708532
0.491750473,1,0.925397554,0.98458931,1.150246218
0.491768881,1,0.983275772,1.060521336,1.179675558
0.491774158,1,1.077455435,1.290535296,1.266106163
0.491788222,1,1.160559283,1.070208613,1.133350871
0.491791762,1,1.168031963,1.223011086,1.098153498
0.491797019,1,1.276216991,1.097205586,0.985201007
0.491811906,1,1.160286211,1.24853878,1.129445937
0.491827787,1,1.182319538,1.211712247,1.123657994
0.491830255,1,0.989659612,1.128941551,0.905131765
0.491870941,1,1.158875067,0.918266372,1.092160142
0.491896091,1,1.158055311,0.975168289,1.290908239
0.491924711,1,1.212979996,1.148217728,1.146988915
0.491942774,1,1.255786879,1.32522128,1.013104912
0.491957218,1,1.169523146,1.255937448,1.093646485
0.491980199,1,1.033005157,1.187345529,0.973541669
0.492048196,1,1.169194677,0.993372405,0.944515651
0.492083663,1,1.059205085,1.212884802,1.135581544
0.49213241,1,1.168396397,1.184440634,1.204098062
0.492136072,1,0.989492777,0.969940164,1.150155707
0.492138941,1,1.065077251,1.09868511,1.083690818
0.492226128,1,1.13380373,1.000071783,1.208428842
0.492227842,1,1.006952041,1.133632281,1.120947764
0.492281209,1,1.156020079,1.190349123,1.158737748
0.492299925,1,1.147046749,1.101631915,1.179177313
0.492316612,1,1.161702995,1.271535354,1.128808785
0.492372588,1,1.024277576,0.963582183,1.010021094
0.492443831,1,1.038799237,1.225278122,1.178326778
0.492444625,1,1.127831397,1.080108582,1.060152225
0.492484968,1,1.059209555,1.271145422,1.142933422
0.492491307,1,0.969645348,1.09847779,1.103586682
0.492539475,1,1.379806815,1.028536,1.405638914
0.492554565,1,1.061693307,0.983033845,1.003255357
0.49257837,1,1.06822738,1.08952003,0.929261771
0.492620434,1,1.180625811,1.192148706,1.11855428
0.492633884,1,1.063323415,1.203161139,1.01273565
0.492665039,1,1.16482426,1.266338036,1.074772111
0.49268846,1,0.995215694,1.379734615,0.960680722
0.492700481,1,1.017345898,1.132068483,1.055958899
0.492747954,1,0.844231279,1.176175331,1.157429257
0.492751876,1,1.268434782,1.167314347,1.120271949
0.492754028,1,1.23029147,1.09234811,0.903075655
0.492778672,1,1.073565394,1.178414867,1.122244525
0.49277895,1,1.108236875,1.105968472,1.251881319
0.492786769,1,1.176561539,1.209057751,1.273405576
0.492825172,1,1.177563154,1.213205753,1.230753983
0.492835035,1,1.102383221,1.14121481,1.096139388
0.49285729,1,1.129454018,1.208082016,1.026802745
0.49286253,1,0.936881174,1.091341159,1.106160164
0.492945855,1,1.014028385,1.076271793,1.164082344
0.492947474,1,1.114082708,1.033972461,1.090270096
0.49300061,1,0.911220699,1.007297427,1.053633202
0.493038343,1,1.247418809,1.08082578,1.087244963
0.493053541,1,0.914540149,1.117637982,1.037267247
0.493081312,1,1.142880743,1.110713652,1.075344768
0.493192704,1,1.236015692,1.066933174,1.00093578
0.493192884,1,0.978166757,1.338480028,1.149244034
0.493219678,1,1.179756708,1.227242485,1.116529557
0.493290174,1,1.067402406,1.117016951,1.301692891
0.493301144,1,1.048328811,0.881173603,0.980546645
0.493351457,1,1.114739896,1.405900868,1.145515883
0.493381165,1,0.994664089,1.106784241,1.279786673
0.493406815,1,1.055333123,1.178657297,1.067566066
0.493408609,1,1.296545665,1.16313867,1.183084711
0.493411703,1,1.359234388,1.023385157,1.096663523
0.493418362,1,1.012807487,1.357090552,1.021553483
0.493423367,1,0.927266676,1.125618117,1.186436293
0.493482389,1,1.044084891,0.98697064,1.256665733
0.493493777,1,1.079712376,0.911774969,1.210364554
0.493525415,1,1.304382567,1.174808318,1.179516882
0.493535626,1,1.029626208,1.38252,0.940220267
0.493567018,1,0.95165324,1.055311264,1.09964136
0.493572947,1,1.006708288,1.224889041,1.106252465
0.493612912,1,1.069802512,1.214201978,1.111844437
0.493626634,1,1.200246933,1.117755802,1.211936572
0.493637697,1,1.044352011,1.080399371,1.054757544
0.493680916,1,1.229985291,0.984261428,1.050762117
0.493703379,1,0.899382422,0.983188706,1.10376012
0.493739821,1,1.046434636,0.958784929,1.115558537
0.493782782,1,0.916128327,0.89082402,1.135223087
0.493782901,1,1.072007631,1.180572797,1.297526458
0.493797942,1,1.038088476,0.900825084,1.18471779
0.493870311,1,1.06721621,1.063999782,1.096296756
0.493891453,1,1.183584414,1.025165689,0.973919105
0.493899404,1,1.017461385,0.961525586,1.219465484
0.493954549,1,1.121038946,1.17842805,1.019575697
0.493973403,1,1.120861284,1.119961516,1.12710265
0.4939765,1,1.12352945,0.978683309,1.138472875
0.493978425,1,1.152774808,1.005875241,1.362754885
0.493991913,1,1.316700431,1.057743708,1.032699834
0.493994984,1,1.320921762,1.228226405,1.090840408
0.493998701,1,1.258966446,1.213747323,1.155676255
0.494005498,1,1.079851583,1.085486257,1.130800612
0.494034533,1,0.921162266,1.118422201,1.281079039
0.494195054,1,1.071166055,1.134566544,0.918602065
0.494207868,1,0.958398067,1.036402311,1.227289329
0.494217366,1,1.209852234,1.068085519,1.319207879
0.494226692,1,1.078344482,1.063006798,1.074246218
0.494227644,1,0.993974389,0.99513001,0.986960878
0.494254222,1,0.996736437,1.194044052,1.090215188
0.494261716,1,1.11220417,1.244762908,1.096360035
0.494288076,1,1.065474329,1.077809442,1.025915247
0.494313777,1,0.993978462,1.220043856,1.36764907
0.494333446,1,1.150051381,1.220530216,1.11154046
0.494336415,1,1.160318638,1.132837597,1.052768912
0.494354585,1,1.004688062,1.077336852,1.051562187
